,ChEMBL ID,Name,SMILES,Molecular Weight,LogP,HBA,HBD,TPSA,Protein
350,CHEMBL212969,,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,342.42,2.78,5,0,40.96,DRD2
351,CHEMBL213518,,O/N=C(/CCN1CCN(c2ccccn2)CC1)c1cc(F)cc(F)c1,346.38,2.75,5,1,51.96,DRD2
352,CHEMBL45244,"PD-168,077",Cc1cccc(C(=O)NCN2CCN(c3ccccc3C#N)CC2)c1,334.42,2.38,4,1,59.37,DRD2
353,CHEMBL209645,,CO/N=C(/CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,356.45,3.17,5,0,40.96,DRD2
354,CHEMBL212901,,CCO/N=C1/c2ccccc2CCC1CN1CCN(c2ccccn2)CC1,364.49,3.21,5,0,40.96,DRD2
355,CHEMBL378302,,CO/N=C(/c1cccnc1)C(O)CN1CCN(c2ccccn2)CC1,341.42,1.01,7,1,74.08,DRD2
356,CHEMBL211360,,CO/N=C(/c1ccc(Cl)cc1)C(COC(C)C)CN1CCN(c2ccccn2)CC1,430.98,3.95,6,0,50.19,DRD2
357,CHEMBL212288,,CO/N=C(/c1ccc(Cl)cc1)C(CNOC)CN1CCN(c2ccccn2)CC1,417.94,2.67,7,1,62.22,DRD2
358,CHEMBL213004,,CO/N=C(/c1ccc(Cl)cc1)C(C)CN1CCN(c2ccccn2)CC1,372.90,3.54,5,0,40.96,DRD2
359,CHEMBL212028,,COC(CN1CCN(c2ccccn2)CC1)/C(=N\O)c1cccc(C)c1,354.45,2.41,6,1,61.19,DRD2
360,CHEMBL211623,,COC(CN1CCN(c2ccccn2)CC1)/C(=N/O)c1cccc(C)c1,354.45,2.41,6,1,61.19,DRD2
361,CHEMBL215723,,Cc1cccc(/C(=N/O)C(O)CN2CCN(c3ccccn3)CC2)c1,340.43,1.75,6,2,72.19,DRD2
362,CHEMBL211463,,Cc1cccc(/C(=N\O)C(O)CN2CCN(c3ccccn3)CC2)c1,340.43,1.75,6,2,72.19,DRD2
363,CHEMBL212490,,CO/N=C(/c1ccc(Cl)cc1)C(CN1CCN(c2ccccn2)CC1)OC,388.90,2.92,6,0,50.19,DRD2
364,CHEMBL213208,,CO/N=C(\c1ccc(Cl)cc1)C(CN1CCN(c2ccccn2)CC1)OC,388.90,2.92,6,0,50.19,DRD2
365,CHEMBL441529,,CO/N=C(/c1ccc(Cl)cc1)C(O)CN1CCN(c2ccccn2)CC1,374.87,2.27,6,1,61.19,DRD2
366,CHEMBL214247,,CO/N=C(\c1ccc(Cl)cc1)C(O)CN1CCN(c2ccccn2)CC1,374.87,2.27,6,1,61.19,DRD2
367,CHEMBL213828,,CO/N=C(\CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,356.45,3.17,5,0,40.96,DRD2
368,CHEMBL211415,,O/N=C(/CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,342.42,3.00,5,1,51.96,DRD2
369,CHEMBL209447,,O/N=C(\CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,342.42,3.00,5,1,51.96,DRD2
370,CHEMBL212891,,CO/N=C(\CN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,328.39,2.39,5,0,40.96,DRD2
371,CHEMBL378427,,O/N=C(\CN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,314.36,2.22,5,1,51.96,DRD2
372,CHEMBL212595,,CO/N=C(/CN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,328.39,2.39,5,0,40.96,DRD2
373,CHEMBL211732,,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1cc(F)cc(F)c1,360.41,2.92,5,0,40.96,DRD2
374,CHEMBL215705,,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1cc(F)cc(F)c1,360.41,2.92,5,0,40.96,DRD2
375,CHEMBL377794,,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1cc(C)cc(C)c1,352.48,3.26,5,0,40.96,DRD2
376,CHEMBL212393,,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1cc(C)cc(C)c1,352.48,3.26,5,0,40.96,DRD2
377,CHEMBL209759,,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(Cl)cc1Cl,393.32,3.95,5,0,40.96,DRD2
378,CHEMBL211829,,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccc(Cl)cc1Cl,393.32,3.95,5,0,40.96,DRD2
379,CHEMBL378576,,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(F)c(Cl)c1,376.86,3.44,5,0,40.96,DRD2
380,CHEMBL211902,,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccc(F)c(Cl)c1,376.86,3.44,5,0,40.96,DRD2
381,CHEMBL215450,,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccc(Cl)c(C)c1,372.90,3.61,5,0,40.96,DRD2
382,CHEMBL212444,,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(C)c(C)c1,352.48,3.26,5,0,40.96,DRD2
383,CHEMBL215678,,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccc(C)c(C)c1,352.48,3.26,5,0,40.96,DRD2
384,CHEMBL212291,,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1cccnc1,325.42,2.04,6,0,53.85,DRD2
385,CHEMBL212292,,CO/N=C(\CCN1CCN(c2ccccn2)CC1C)c1ccc(Cl)cc1,372.90,3.69,5,0,40.96,DRD2
386,CHEMBL214197,,CO/N=C(/CCN1CCN(c2ccccn2)CC1C)c1ccc(Cl)cc1,372.90,3.69,5,0,40.96,DRD2
387,CHEMBL210101,,CO/N=C(\CCN1CCC(c2ccccn2)CC1)c1ccc(Cl)cc1,357.89,4.36,4,0,37.72,DRD2
388,CHEMBL437532,,CO/N=C(/CCN1CCC(c2ccccn2)CC1)c1ccc(Cl)cc1,357.89,4.36,4,0,37.72,DRD2
389,CHEMBL213097,,CO/N=C(\CCN1CCC(c2cccc[n+]2[O-])CC1)c1ccc(Cl)cc1,373.88,3.59,4,0,51.77,DRD2
390,CHEMBL379546,,CO/N=C(/CCN1CCC(c2cccc[n+]2[O-])CC1)c1ccc(Cl)cc1,373.88,3.59,4,0,51.77,DRD2
391,CHEMBL211831,,CO/N=C(\CCN1CCCC(c2ccccn2)C1)c1ccc(Cl)cc1,357.89,4.36,4,0,37.72,DRD2
392,CHEMBL209472,,O/N=C(/CN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,314.36,2.22,5,1,51.96,DRD2
393,CHEMBL214314,,O/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1,310.40,2.47,5,1,51.96,DRD2
394,CHEMBL216228,,Cc1nc(N2CCCC2)nc2ccc(NC(=O)COc3ccc(Cl)cc3)cc12,396.88,4.21,5,1,67.35,DRD2
395,CHEMBL244989,,COc1ccccc1N1CCN(C/C=C/CNC(=O)c2ccc3c(c2)Cc2ccccc2-3)CC1,453.59,4.37,4,1,44.81,DRD2
396,CHEMBL394541,,COc1ccccc1N1CCN(C/C=C/CNC(=O)c2ccc(-c3ccccn3)cc2)CC1,442.56,3.87,5,1,57.70,DRD2
397,CHEMBL244774,,O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2cccc[n+]2[O-])cc1,497.43,4.40,4,1,62.52,DRD2
398,CHEMBL244773,,Cc1cccnc1-c1ccc(C(=O)NC/C=C/CN2CCN(c3cccc(Cl)c3Cl)CC2)cc1,495.45,5.47,4,1,48.47,DRD2
399,CHEMBL398175,,Cc1cccc(-c2ccc(C(=O)NC/C=C/CN3CCN(c4cccc(Cl)c4Cl)CC3)cc2)n1,495.45,5.47,4,1,48.47,DRD2
400,CHEMBL244562,,O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2cccc(=O)[nH]2)cc1,497.43,4.46,4,2,68.44,DRD2
401,CHEMBL241973,,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3ccccn3)cc2)CC1,444.58,4.09,5,1,57.70,DRD2
402,CHEMBL110365,,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3c(c2)Cc2ccccc2-3)CC1,455.60,4.60,4,1,44.81,DRD2
403,CHEMBL231156,,O=C(NC[C@H]1C[C@@H]1CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccccn2)cc1,495.45,5.24,4,1,48.47,DRD2
404,CHEMBL390253,,O=C(NCC(O)CCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccccn2)cc1,499.44,4.36,5,2,68.70,DRD2
405,CHEMBL399203,,O=[N+]([O-])c1cc(O)c2c(c1)S(=O)(=O)N=C(Nc1ccccc1Oc1ccccc1)N2,426.41,3.68,8,3,143.16,DRD2
406,CHEMBL250689,,CC(=O)c1cccc(NC(=O)N[C@@H]2CCCC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)c1,465.61,5.66,3,2,61.44,DRD2
407,CHEMBL249854,,CC(=O)c1sc(NC(=O)N[C@@H]2CN(C(C)=O)CC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,529.68,4.11,6,2,94.64,DRD2
408,CHEMBL220808,SARIZOTAN,Fc1ccc(-c2cncc(CNC[C@H]3CCc4ccccc4O3)c2)cc1,348.42,4.37,3,1,34.15,DRD2
409,CHEMBL273041,,c1ccc(CCCN2CCN(Cc3ccccc3)CC2)cc1,294.44,3.44,2,0,6.48,DRD2
410,CHEMBL259415,,Cc1cccc(N2CCN(CCCC(=O)NCc3nc4ccccc4c(=O)n3-c3ccccc3)CC2)c1C,509.65,4.22,6,1,70.47,DRD2
411,CHEMBL261102,,Cc1cccc(N2CCN(CCCC(=O)NCc3nc4cc(F)ccc4c(=O)n3-c3ccccc3)CC2)c1C,527.64,4.36,6,1,70.47,DRD2
412,CHEMBL261019,,O=C(CCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)NCc1nc2cc(F)ccc2c(=O)n1-c1ccccc1,567.59,4.76,6,1,70.47,DRD2
413,CHEMBL261434,,Cc1cccc(N2CCN(CCCC(=O)NCc3nc4ccc(F)cc4c(=O)n3-c3ccccc3)CC2)c1C,527.64,4.36,6,1,70.47,DRD2
414,CHEMBL259776,,COc1ccccc1N1CCN(CCCC(=O)NCc2nc3ccc(F)cc3c(=O)n2-c2ccccc2)CC1,529.62,3.75,7,1,79.70,DRD2
415,CHEMBL260907,,CCOc1ccccc1N1CCN(CCCC(=O)NCc2nc3ccc(F)cc3c(=O)n2-c2ccccc2)CC1,543.64,4.14,7,1,79.70,DRD2
416,CHEMBL259199,,CCOc1ccccc1N1CCN(CCCC(=O)NCc2nc3cc(F)ccc3c(=O)n2-c2ccc(OC)cc2)CC1,573.67,4.15,8,1,88.93,DRD2
417,CHEMBL406221,,CCOc1ccccc1N1CCN(CCCC(=O)NCc2nc3ccc(F)cc3c(=O)n2-c2ccc(OC)cc2)CC1,573.67,4.15,8,1,88.93,DRD2
418,CHEMBL250699,,COc1cc(NC(=O)c2ccc(-c3ccc(Cl)cc3)o2)cc(OC)c1,357.79,4.87,4,1,60.70,DRD2
419,CHEMBL392158,FALLYPRIDE,C=CCN1CCC[C@H]1CNC(=O)c1cc(CCCF)cc(OC)c1OC,364.46,2.99,4,1,50.80,DRD2
420,CHEMBL502017,,C=CCN1CCC[C@H]1CNC(=O)c1cc(CCCCl)cc(OC)c1OC,380.92,3.26,4,1,50.80,DRD2
421,CHEMBL496739,,Cc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4o3)CC2)c1,391.52,4.07,4,1,48.72,DRD2
422,CHEMBL503468,,O=C(Nc1ccc2[nH]cc(C3CCN(CCCCCCCN4CCC(c5c[nH]c6ccc(NC(=O)c7ccc(F)cc7)cc56)CC4)CC3)c2c1)c1ccc(F)cc1,770.97,10.44,4,4,96.26,DRD2
423,CHEMBL3084502,,O[C@]1(c2ccc(Cl)cc2)C[C@H]2CC[C@@H](C1)N2Cc1c[nH]c2ccccc12,366.89,4.84,2,2,39.26,DRD2
424,CHEMBL445102,,OC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,340.85,4.30,2,2,39.26,DRD2
425,CHEMBL3084515,,O[C@@]1(c2ccc(Cl)cc2)C[C@H]2CC[C@@H](C1)N2Cc1coc2ccccc12,367.88,5.10,3,1,36.61,DRD2
426,CHEMBL3084512,,O[C@@]1(c2ccc(Cl)cc2)C[C@H]2CC[C@@H](C1)N2Cc1csc2ccccc12,383.94,5.57,3,1,23.47,DRD2
427,CHEMBL3084503,,O[C@@]1(c2ccc(Cl)c(Cl)c2)C[C@H]2CC[C@@H](C1)N2Cc1c[nH]c2ccccc12,401.34,5.49,2,2,39.26,DRD2
428,CHEMBL461571,,Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1cccc(O[C@H](C)C(=O)O)c1,531.91,6.63,5,1,77.76,DRD2
429,CHEMBL522460,,Cc1ccccc1CN1CCC(N2CCC(n3c(=O)[nH]c4ccccc43)CC2)CC1,404.56,3.94,4,1,44.27,DRD2
430,CHEMBL486758,,O=c1[nH]c2c(F)cccc2n1C1CCN(C2CCN(S(=O)(=O)c3ccccc3)CC2)CC1,458.56,2.96,5,1,78.41,DRD2
431,CHEMBL485755,,O=c1[nH]c2cc(F)ccc2n1C1CCN(C2CCN(S(=O)(=O)c3ccccc3)CC2)CC1,458.56,2.96,5,1,78.41,DRD2
432,CHEMBL485953,,O=c1[nH]c2ccc(F)cc2n1C1CCN(C2CCN(S(=O)(=O)c3ccccc3)CC2)CC1,458.56,2.96,5,1,78.41,DRD2
433,CHEMBL521030,,O=c1[nH]c2cc(Cl)ccc2n1C1CCN(C2CCN(S(=O)(=O)c3ccccc3)CC2)CC1,475.01,3.47,5,1,78.41,DRD2
434,CHEMBL487984,,O=c1[nH]c2cc(Br)ccc2n1C1CCN(C2CCN(S(=O)(=O)c3ccccc3)CC2)CC1,519.47,3.58,5,1,78.41,DRD2
435,CHEMBL487788,,O=C(Nc1cccc(SC(F)(F)F)c1)N1CCC(N2CCC(n3c(=O)[nH]c4c(F)cccc43)CC2)CC1,537.58,5.41,5,2,73.37,DRD2
436,CHEMBL487985,,O=C(Nc1cccc(SC(F)(F)F)c1)N1CCC(N2CCC(n3c(=O)[nH]c4ccc(F)cc43)CC2)CC1,537.58,5.41,5,2,73.37,DRD2
437,CHEMBL487986,,O=C(Nc1cccc(SC(F)(F)F)c1)N1CCC(N2CCC(n3c(=O)[nH]c4cc(Cl)ccc43)CC2)CC1,554.04,5.93,5,2,73.37,DRD2
438,CHEMBL478034,,O=c1[nH]c2ccccc2n1C1CCN(C2CCN(Cc3ccccc3[N+](=O)[O-])CC2)CC1,435.53,3.54,6,1,87.41,DRD2
439,CHEMBL477821,,O=c1[nH]c2ccccc2n1C1CCN(C2CCN(Cc3ccccc3Cl)CC2)CC1,424.98,4.28,4,1,44.27,DRD2
440,CHEMBL491209,,CCOC(=O)N1CCC(N2CCC(n3c(=O)[nH]c4ccccc43)CC2)CC1,372.47,2.59,5,1,70.57,DRD2
441,CHEMBL491818,,O=c1[nH]c2ccc(F)cc2n1C1CCN(C2CCN(Cc3ccccc3C(F)(F)F)CC2)CC1,476.52,4.79,4,1,44.27,DRD2
442,CHEMBL489576,,O=c1[nH]c2cc(F)ccc2n1C1CCN(C2CCN(Cc3ccccc3C(F)(F)F)CC2)CC1,476.52,4.79,4,1,44.27,DRD2
443,CHEMBL521914,,O=c1[nH]c2c(F)cccc2n1C1CCN(C2CCN(Cc3ccccc3C(F)(F)F)CC2)CC1,476.52,4.79,4,1,44.27,DRD2
444,CHEMBL490797,,Cc1ccccc1CN1CCC(N2CCC(n3c(=O)[nH]c4ccc(F)cc43)CC2)CC1,422.55,4.08,4,1,44.27,DRD2
445,CHEMBL490598,,Cc1ccccc1CN1CCC(N2CCC(n3c(=O)[nH]c4c(F)cccc43)CC2)CC1,422.55,4.08,4,1,44.27,DRD2
446,CHEMBL475306,,COCCN(CCOC)c1nc(C)nc2c(-c3ccc(OC)cc3C)c(C)nn12,399.50,2.82,8,0,74.01,DRD2
447,CHEMBL484158,,CCC(CC)Nc1nc(C)nc2c(-c3cc(F)c(OC)cc3Cl)c(C)nn12,391.88,4.81,6,1,64.34,DRD2
448,CHEMBL483993,,COCCN(CCOC)c1nc(C)nc2c(-c3cc(C)c(OC)cc3C)c(C)nn12,413.52,3.13,8,0,74.01,DRD2
449,CHEMBL506214,,CC[C@@H](C)Nc1nc(C)nc2c(-c3c(C)cc(OC)cc3OC)c(C)nn12,369.47,3.94,7,1,73.57,DRD2
450,CHEMBL468176,,Fc1ccc(-c2noc(C3CCN(c4cnc5ccc(Cl)cc5c4)CC3)n2)c(Cl)c1,443.31,6.11,5,0,55.05,DRD2
451,CHEMBL516452,,O=C(Nc1ccc(Oc2cccnc2Cl)nc1)c1c[nH]c2ccccc12,364.79,4.66,4,2,79.90,DRD2
452,CHEMBL479952,,O=C(Nc1ccc(Oc2cccnc2)nc1)c1c[nH]c2ccccc12,330.35,4.00,4,2,79.90,DRD2
453,CHEMBL519103,,Cc1ccc2c(C(=O)Nc3ccc(Oc4cccnc4C)nc3)c[nH]c2c1,358.40,4.62,4,2,79.90,DRD2
454,CHEMBL480699,,COc1ccc2[nH]cc(C(=O)Nc3ccc(Oc4cccnc4C)nc3)c2c1,374.40,4.32,5,2,89.13,DRD2
455,CHEMBL480127,,Cc1ccc2[nH]cc(C(=O)Nc3ccc(Oc4cccnc4C)nc3)c2c1,358.40,4.62,4,2,79.90,DRD2
456,CHEMBL14460,SB-243213,Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2,428.41,5.50,4,1,67.35,DRD2
457,CHEMBL582945,,COc1ccccc1N1CCN(CCCn2cc(CCCCN3CCc4cc(O)c(O)cc4C(c4cccc(C)c4)C3)nn2)CC1,624.83,5.23,9,2,90.12,DRD2
458,CHEMBL574700,,COc1ccccc1N1CCN(CCCc2cn(CCCN3CCc4cc(O)c(O)cc4C(c4ccccc4C)C3)nn2)CC1,610.80,4.84,9,2,90.12,DRD2
459,CHEMBL21343,,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2NC1,309.41,2.56,2,2,48.13,DRD2
460,CHEMBL584554,,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C(=O)Nc2ccccc2)C1,428.54,4.51,2,2,68.44,DRD2
461,CHEMBL576315,,NCCn1cc(S(=O)(=O)c2ccccc2)c2cccnc21,301.37,1.83,5,1,77.98,DRD2
462,CHEMBL571858,,CN(C)CCn1cc(S(=O)(=O)c2cccc(F)c2)c2cccnc21,347.42,2.57,5,0,55.20,DRD2
463,CHEMBL584046,,CN(C)CCn1cc(S(=O)(=O)c2cccc(Cl)c2)c2cccnc21,363.87,3.08,5,0,55.20,DRD2
464,CHEMBL565745,,NCCn1cc(S(=O)(=O)c2cccc(Cl)c2)c2cccnc21,335.82,2.48,5,1,77.98,DRD2
465,CHEMBL565552,,CN(C)CCn1cc(S(=O)(=O)c2cccc3ccccc23)c2cccnc21,379.49,3.58,5,0,55.20,DRD2
466,CHEMBL595449,,CN(C)Cc1nc(-c2ccc(C(C)(C)C)cc2)n(-c2cccc(O)c2)n1,350.47,4.00,5,1,54.18,DRD2
467,CHEMBL1086626,,Cc1[nH]c(-c2ccccc2)cc1C(=O)NCCCN1CCN(c2cccc(Cl)c2Cl)CC1,471.43,5.24,3,2,51.37,DRD2
468,CHEMBL1086754,,Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(-c2ccccc2)n1C,485.46,5.25,4,1,40.51,DRD2
469,CHEMBL1086756,,CCCn1c(-c2ccccc2)cc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1C,513.51,6.12,4,1,40.51,DRD2
470,CHEMBL1092929,,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCC2CCN(C(=O)c3ccccc3)CC2)C1,530.59,3.57,4,2,81.75,DRD2
471,CHEMBL1089881,,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCC2CCN(C(=O)c3ccccc3F)CC2)C1,548.58,3.71,4,2,81.75,DRD2
472,CHEMBL1092921,,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCC2CCN(C(=O)c3cc(F)ccc3F)CC2)C1,566.57,3.85,4,2,81.75,DRD2
473,CHEMBL1088874,,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCC2CCN(C(=O)c3ccccc3Cl)CC2)C1,565.04,4.22,4,2,81.75,DRD2
474,CHEMBL1093469,,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCN2CCN(C(=O)c3ccccc3)CC2)C1,531.58,2.08,5,2,84.99,DRD2
475,CHEMBL1092238,,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCN2CCN(C(=O)c3ccccc3Cl)CC2)C1,566.02,2.74,5,2,84.99,DRD2
476,CHEMBL1093802,,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCN2CCN(C(=O)c3ccccc3F)CC2)C1,549.57,2.22,5,2,84.99,DRD2
477,CHEMBL1089793,,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCN2CCN(C(=O)c3cc(F)ccc3F)CC2)C1,567.56,2.36,5,2,84.99,DRD2
478,CHEMBL1210154,,C/C(=N\OC(=O)Nc1ccccc1)c1cccc(-c2cccs2)c1,336.42,5.39,4,1,50.69,DRD2
479,CHEMBL1222134,,CC(C)N(c1cccc(N2CCN(C)CC2)c1)S(=O)(=O)c1ccc2ccccc2c1,423.58,4.20,4,0,43.86,DRD2
480,CHEMBL1222138,,CC(C)N(c1cccc(N2CCN(C)CC2)c1)S(=O)(=O)c1ccccc1,373.52,3.04,4,0,43.86,DRD2
481,CHEMBL1222234,,CC(C)N(c1cccc(N2CCN(C)CC2)c1)S(=O)(=O)c1cccc2ccccc12,423.58,4.20,4,0,43.86,DRD2
482,CHEMBL1222362,,CN1CCN(c2cccc(N(C)S(=O)(=O)c3ccc4ccccc4c3)c2)CC1,395.53,3.42,4,0,43.86,DRD2
483,CHEMBL1222363,,CCCN(c1cccc(N2CCN(C)CC2)c1)S(=O)(=O)c1ccc2ccccc2c1,423.58,4.20,4,0,43.86,DRD2
484,CHEMBL1222364,,CCN(c1cccc(N2CCN(C)CC2)c1)S(=O)(=O)c1ccc2ccccc2c1,409.56,3.81,4,0,43.86,DRD2
485,CHEMBL1221449,,CN1CCN(c2cccc(N(CC3CC3)S(=O)(=O)c3ccc4ccccc4c3)c2)CC1,435.59,4.20,4,0,43.86,DRD2
486,CHEMBL1221452,,CN1CCN(c2cccc(N(Cc3ccccc3)S(=O)(=O)c3ccc4ccccc4c3)c2)CC1,471.63,4.99,4,0,43.86,DRD2
487,CHEMBL1221497,,CN1CCN(c2cccc(NS(=O)(=O)c3ccc4ccccc4c3)c2)CC1,381.50,3.39,4,1,52.65,DRD2
488,CHEMBL1082723,CIPARGAMIN,C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12,390.24,4.34,2,3,56.92,DRD2
489,CHEMBL1276708,,CCN1CCC[C@H]1CNC(=O)c1c(Cl)c(Cl)cc(O)c1OC,347.24,2.92,4,2,61.80,DRD2
490,CHEMBL1276709,,CCN1CCC[C@H]1CNC(=O)c1c(Cl)c(OC)cc(O)c1OC,342.82,2.28,5,2,71.03,DRD2
491,CHEMBL1276738,,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1Br,420.14,3.43,3,1,41.57,DRD2
492,CHEMBL1276739,,CCc1ccc(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1Br,369.30,3.23,3,1,41.57,DRD2
493,CHEMBL23464,,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(I)c1OC,418.28,2.52,4,1,50.80,DRD2
494,CHEMBL1276763,,CCCc1cc(O)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1C,334.46,2.88,4,2,61.80,DRD2
495,CHEMBL1276764,,CCCc1c(Cl)cc(O)c(OC)c1C(=O)NC[C@@H]1CCCN1CC,354.88,3.22,4,2,61.80,DRD2
496,CHEMBL1276765,,CCc1ccc(O)c(OC)c1C(=O)NC[C@@H]1CCCN1CC,306.41,2.18,4,2,61.80,DRD2
497,CHEMBL1276325,,CCN1CCC[C@H]1CNC(=O)c1c(OC)c(O)cc(I)c1OC,434.27,2.23,5,2,71.03,DRD2
498,CHEMBL1276326,,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(SC)c1OC,338.47,2.64,5,1,50.80,DRD2
499,CHEMBL1276327,,CCc1cc(O)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1OC,336.43,2.19,5,2,71.03,DRD2
500,CHEMBL1276350,,CCCCc1ccc(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1OC,348.49,3.26,4,1,50.80,DRD2
501,CHEMBL1276351,,CCCc1ccc(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1,304.43,2.86,3,1,41.57,DRD2
502,CHEMBL1276238,,CCN1CCC[C@H]1CNC(=O)c1cc(Cl)ccc1OC,296.80,2.56,3,1,41.57,DRD2
503,CHEMBL1276352,,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Cl)c1Cl,331.24,3.22,3,1,41.57,DRD2
504,CHEMBL1276374,,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Cl)c1Br,375.69,3.33,3,1,41.57,DRD2
505,CHEMBL1276268,,CCN1CCC[C@H]1CNC(=O)c1cc(Br)ccc1OC,341.25,2.67,3,1,41.57,DRD2
506,CHEMBL1276375,,CCc1ccc(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1Cl,324.85,3.13,3,1,41.57,DRD2
507,CHEMBL1276399,,CCN1CCC[C@H]1CNC(=O)c1c(Cl)ccc(O)c1OC,312.80,2.27,4,2,61.80,DRD2
508,CHEMBL1276400,,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(O)c1OC,308.38,1.62,5,2,71.03,DRD2
509,CHEMBL1276401,,CCN1CCC[C@H]1CNC(=O)c1cc(F)cc(O)c1OC,296.34,1.75,4,2,61.80,DRD2
510,CHEMBL1276426,,CCN1CCC[C@H]1CNC(=O)c1cc(Cl)cc(O)c1OC,312.80,2.27,4,2,61.80,DRD2
511,CHEMBL1276427,,CCN1CCC[C@H]1CNC(=O)c1c(Br)c(Cl)cc(O)c1OC,391.69,3.03,4,2,61.80,DRD2
512,CHEMBL1276428,,CCc1c(Cl)cc(O)c(OC)c1C(=O)NC[C@@H]1CCCN1CC,340.85,2.83,4,2,61.80,DRD2
513,CHEMBL1276459,,CCN1CCC[C@H]1CNC(=O)c1cc(Br)cc(O)c1OC,357.25,2.38,4,2,61.80,DRD2
514,CHEMBL1276460,,CCN1CCC[C@H]1CNC(=O)c1c(Cl)c(Br)cc(O)c1OC,391.69,3.03,4,2,61.80,DRD2
515,CHEMBL1276461,,CCN1CCC[C@H]1CNC(=O)c1c(Br)c(Br)cc(O)c1OC,436.14,3.14,4,2,61.80,DRD2
516,CHEMBL1276494,,CCN1CCC[C@H]1CNC(=O)c1c(OC)c(O)cc(Br)c1OC,387.27,2.39,5,2,71.03,DRD2
