,ChEMBL ID,Name,SMILES,Molecular Weight,LogP,HBA,HBD,TPSA,Protein
674,CHEMBL1945299,,COc1ccccc1CNCCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,493.63,3.50,7,5,106.61,DRD2
675,CHEMBL1945300,,OCc1cc([C@@H](O)CNCCc2ccc(CNCCc3ccccc3)cc2)ccc1O,420.55,3.08,5,5,84.75,DRD2
676,CHEMBL1945503,,O=c1ccc2c([C@@H](O)CNCCc3cccc(CNCCc4ccccn4)c3)ccc(O)c2[nH]1,458.56,2.83,6,5,110.27,DRD2
677,CHEMBL1945504,,COc1ccccc1CNCc1ccc(CCNC[C@@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,479.60,3.46,7,5,106.61,DRD2
678,CHEMBL2016621,,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCCCCCCCCCCCCCCCCCC(=O)NN3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,990.18,12.33,10,2,102.36,DRD2
679,CHEMBL2016620,,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCCCCCCCCCCCCCCCC(=O)NN3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,962.13,11.55,10,2,102.36,DRD2
680,CHEMBL2016619,,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCCCCCCCCCCCC(=O)NN3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,906.02,9.99,10,2,102.36,DRD2
681,CHEMBL2016618,,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCCCCCCCCCC(=O)NN3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,877.97,9.21,10,2,102.36,DRD2
682,CHEMBL2016617,,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCCCCCCCC(=O)NN3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,849.91,8.43,10,2,102.36,DRD2
683,CHEMBL2016616,,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCCCCCC(=O)NN3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,821.86,7.65,10,2,102.36,DRD2
684,CHEMBL2016615,,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCCCC(=O)NN3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,793.80,6.87,10,2,102.36,DRD2
685,CHEMBL2016614,,CCCCCCCCCC(=O)NN1c2ccc(Cl)cc2N=C(N2CCN(C)CC2)c2ccccc21,496.10,6.29,5,1,51.18,DRD2
686,CHEMBL2016613,,CN1CCN(C2=Nc3cc(Cl)ccc3N(C(=O)CCCCCCCCCCCCCCCCCCC(=O)N3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,960.15,13.32,8,0,78.30,DRD2
687,CHEMBL2016612,,CN1CCN(C2=Nc3cc(Cl)ccc3N(C(=O)CCCCCCCCCCCCCCCCC(=O)N3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,932.10,12.54,8,0,78.30,DRD2
688,CHEMBL2016611,,CN1CCN(C2=Nc3cc(Cl)ccc3N(C(=O)CCCCCCCCCCCCC(=O)N3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,875.99,10.98,8,0,78.30,DRD2
689,CHEMBL2016610,,CN1CCN(C2=Nc3cc(Cl)ccc3N(C(=O)CCCCCCCCCCC(=O)N3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,847.94,10.20,8,0,78.30,DRD2
690,CHEMBL2016609,,CN1CCN(C2=Nc3cc(Cl)ccc3N(C(=O)CCCCCCCCC(=O)N3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,819.88,9.42,8,0,78.30,DRD2
691,CHEMBL2016608,,CN1CCN(C2=Nc3cc(Cl)ccc3N(C(=O)CCCCCCC(=O)N3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,791.83,8.64,8,0,78.30,DRD2
692,CHEMBL2016607,,CCCCCCCCCC(=O)N1c2ccc(Cl)cc2N=C(N2CCN(C)CC2)c2ccccc21,481.08,6.78,4,0,39.15,DRD2
693,CHEMBL2016632,,O=C(CCCCCCCCCCCCCCCCCCC(=O)NCCCN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1)NCCCN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,1046.29,,,,,DRD2
694,CHEMBL2016631,,O=C(CCCCCCCCCCCCCCCCC(=O)NCCCN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1)NCCCN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,1018.24,,,,,DRD2
695,CHEMBL2016630,,O=C(CCCCCCCCCCCCC(=O)NCCCN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1)NCCCN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,962.13,10.89,10,4,119.94,DRD2
696,CHEMBL2016629,,O=C(CCCCCCCCCCC(=O)NCCCN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1)NCCCN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,934.07,10.11,10,4,119.94,DRD2
697,CHEMBL2016628,,O=C(CCCCCCCCC(=O)NCCCN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1)NCCCN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,906.02,9.33,10,4,119.94,DRD2
698,CHEMBL2016627,,O=C(CCCCCCC(=O)NCCCN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1)NCCCN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,877.97,8.55,10,4,119.94,DRD2
699,CHEMBL2016626,,O=C(CCCCC(=O)NCCCN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1)NCCCN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,849.91,7.77,10,4,119.94,DRD2
700,CHEMBL2016625,,CCCCCCCCCC(=O)NCCCN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,524.15,6.74,5,2,59.97,DRD2
701,CHEMBL2016624,,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCC(=O)OCCOC(=O)CCC(=O)NN3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,909.88,5.96,14,2,154.96,DRD2
702,CHEMBL2016623,,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCCC(=O)N3CCN(C(=O)CCCC(=O)N4CCN(C(=O)CCCC(=O)NN5c6ccc(Cl)cc6N=C(N6CCN(C)CC6)c6ccccc65)CC4)CC3)c3ccccc32)CC1,1144.22,,,,,DRD2
703,CHEMBL2016622,,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCC(=O)N3CCN(C(=O)CCC(=O)NN4c5ccc(Cl)cc5N=C(N5CCN(C)CC5)c5ccccc54)CC3)c3ccccc32)CC1,933.95,5.54,12,2,142.98,DRD2
704,CHEMBL487387,STEPHOLIDINE,COc1cc2c(cc1O)[C@@H]1Cc3ccc(O)c(OC)c3CN1CC2,327.38,2.77,5,2,62.16,DRD2
705,CHEMBL2057457,,COc1cc2c(cc1O)[C@@H]1Cc3cc(C)cc(C)c3CN1CC2,309.41,3.67,3,1,32.70,DRD2
706,CHEMBL2057456,,COc1cc2c(cc1O)[C@@H]1Cc3c(CO)c(OC)cc(OC)c3CN1CC2,371.43,2.57,6,2,71.39,DRD2
707,CHEMBL2057453,,COc1ccc2c(c1)C[C@H]1c3cc(O)c(OC)cc3CCN1C2,311.38,3.06,4,1,41.93,DRD2
708,CHEMBL2057451,,COc1cc2c(cc1OC)[C@@H]1Cc3cc(C)cc(C)c3CN1CC2,323.44,3.98,3,0,21.70,DRD2
709,CHEMBL2180641,,CCCCCCN(CCc1ccccc1)CCc1cccc(O)c1,325.50,5.06,2,1,23.47,DRD2
710,CHEMBL2180639,,Oc1cccc(CCN(CCc2ccccc2)CC2CCC2)c1,309.45,4.28,2,1,23.47,DRD2
711,CHEMBL2207492,,CCCN1CCC(n2cnc3ccccc32)CC1,243.35,3.08,3,0,21.06,DRD2
712,CHEMBL2326473,,Cn1ccc(CN2CCc3cc4nc(N)sc4cc3CC2)n1,313.43,2.21,6,1,59.97,DRD2
713,CHEMBL2326472,,Cn1cc(CN2CCc3cc4nc(N)sc4cc3CC2)cn1,313.43,2.21,6,1,59.97,DRD2
714,CHEMBL2326471,,Nc1nc2cc3c(cc2s1)CCN(Cc1ncon1)CC3,301.37,1.86,7,1,81.07,DRD2
715,CHEMBL2326470,,Nc1nc2cc3c(cc2s1)CCN(Cc1cnc[nH]1)CC3,299.40,2.20,5,2,70.83,DRD2
716,CHEMBL2326469,,Nc1nc2cc3c(cc2s1)CCN(Cc1cscn1)CC3,316.45,2.94,6,1,55.04,DRD2
717,CHEMBL2326468,,Nc1nc2cc3c(cc2s1)CCN(Cc1cnco1)CC3,300.39,2.47,6,1,68.18,DRD2
718,CHEMBL2326485,,Nc1nc2cc3c(cc2s1)CCN(Cc1ccncc1)CC3,310.43,2.87,5,1,55.04,DRD2
719,CHEMBL2326484,,Nc1nc2cc3c(cc2s1)CCN(Cc1cccnc1)CC3,310.43,2.87,5,1,55.04,DRD2
720,CHEMBL2326483,,Nc1nc2cc3c(cc2s1)CCN(Cc1ccccn1)CC3,310.43,2.87,5,1,55.04,DRD2
721,CHEMBL2326482,,CN(C)C(=O)c1cccc(CN2CCc3cc4nc(N)sc4cc3CC2)c1,380.52,3.18,5,1,62.46,DRD2
722,CHEMBL2326481,,CN(C)C(=O)c1ccc(CN2CCc3cc4nc(N)sc4cc3CC2)cc1,380.52,3.18,5,1,62.46,DRD2
723,CHEMBL2326480,,COc1cccc(CN2CCc3cc4nc(N)sc4cc3CC2)c1,339.46,3.49,5,1,51.38,DRD2
724,CHEMBL2326479,,COc1ccc(CN2CCc3cc4nc(N)sc4cc3CC2)cc1,339.46,3.49,5,1,51.38,DRD2
725,CHEMBL2326478,,Nc1nc2cc3c(cc2s1)CCN(Cc1cccc(F)c1)CC3,327.43,3.62,4,1,42.15,DRD2
726,CHEMBL2326477,,Nc1nc2cc3c(cc2s1)CCN(Cc1ccc(F)cc1)CC3,327.43,3.62,4,1,42.15,DRD2
727,CHEMBL2326476,,Nc1nc2cc3c(cc2s1)CCN(Cc1ccccc1)CC3,309.44,3.48,4,1,42.15,DRD2
728,CHEMBL2326475,,Nc1nc2cc3c(cc2s1)CCN(C(=O)c1ccccc1)CC3,323.42,3.12,4,1,59.22,DRD2
729,CHEMBL2326474,,Nc1nc2cc3c(cc2s1)CCN(CCO)CC3,263.37,1.27,5,2,62.38,DRD2
730,CHEMBL2326492,,CN(C)C(=O)CN1CCc2cc3nc(N)sc3cc2CC1,304.42,1.37,5,1,62.46,DRD2
731,CHEMBL2326491,,Nc1nc2cc3c(cc2s1)CCN(CC(F)(F)F)CC3,301.34,2.84,4,1,42.15,DRD2
732,CHEMBL2326490,,Nc1nc2cc3c(cc2s1)CCN(C1CC1)CC3,259.38,2.44,4,1,42.15,DRD2
733,CHEMBL2326489,,CCN1CCc2cc3nc(N)sc3cc2CC1,247.37,2.30,4,1,42.15,DRD2
734,CHEMBL2326488,,CN1CCc2cc3nc(N)sc3cc2CC1,233.34,1.91,4,1,42.15,DRD2
735,CHEMBL2326487,,Nc1nc2cc3c(cc2s1)CCNCC3,219.31,1.57,4,2,50.94,DRD2
736,CHEMBL301265,PRAMIPEXOLE,CCCN[C@H]1CCc2nc(N)sc2C1,211.33,1.58,4,2,50.94,DRD2
737,CHEMBL2326486,,CCN[C@@H]1Cc2cc3nc(N)sc3cc2C1,233.34,1.96,4,2,50.94,DRD2
738,CHEMBL218166,BIFEPRUNOX,O=c1[nH]c2cccc(N3CCN(Cc4cccc(-c5ccccc5)c4)CC3)c2o1,385.47,4.11,4,1,52.48,DRD2
739,CHEMBL1112,ARIPIPRAZOLE,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,448.39,4.86,4,1,44.81,DRD2
740,CHEMBL245621,HALOPEMIDE,O=C(NCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1)c1ccc(F)cc1,416.88,3.19,4,2,70.13,DRD2
741,CHEMBL448891,,COc1cc2c(cc1OC)[C@@H]1Cc3ccc(O)c(OC)c3CN1CC2,341.41,3.07,5,1,51.16,DRD2
742,CHEMBL1457510,,COc1c(O)ccc2c1CN1CCc3cc4c(cc3[C@@H]1C2)OCO4,325.36,2.79,5,1,51.16,DRD2
743,CHEMBL2335738,,COc1ccc2c(c1)CCN1CC[C@](O)(c3ccc(Cl)cc3)C[C@H]21,343.85,3.93,3,1,32.70,DRD2
744,CHEMBL2335741,,COc1cc2c(cc1O)[C@H]1C[C@](O)(c3ccc(Cl)cc3)CCN1CC2,359.85,3.64,4,2,52.93,DRD2
745,CHEMBL2335737,,Cc1cc2c(cc1O)[C@H]1C[C@@](O)(c3ccc(Cl)cc3)CCN1CC2,343.85,3.93,3,2,43.70,DRD2
746,CHEMBL2331599,,Cc1cc2c(cc1O)[C@H]1C[C@](O)(c3ccc(Cl)cc3)CCN1CC2,343.85,3.93,3,2,43.70,DRD2
747,CHEMBL2335736,,COc1cc2c(cc1O)[C@H]1C[C@@](O)(c3ccc(OC(F)(F)F)cc3)CCN1CC2,409.40,3.88,5,2,62.16,DRD2
748,CHEMBL567,PERPHENAZINE,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,403.98,3.94,5,1,29.95,DRD2
749,CHEMBL2387229,,Cc1cc(=O)oc2c(Cl)c(OCCCCN3CCC(c4noc5cc(F)ccc45)CC3)ccc12,484.96,6.07,6,0,68.71,DRD2
750,CHEMBL2393246,,COc1cccc(Nc2nc(Cc3ccccc3)nc3c2CCNCC3)c1.Cl,396.92,3.51,5,2,59.07,DRD2
751,CHEMBL2393243,,Cl.c1ccc(Cc2nc3c(c(Nc4ccccc4)n2)CCNCC3)cc1,366.90,3.50,4,2,49.84,DRD2
752,CHEMBL2393245,,Cl.Clc1cccc(Nc2nc(Cc3ccccc3)nc3c2CCNCC3)c1,401.34,4.15,4,2,49.84,DRD2
753,CHEMBL2393244,,Cl.Fc1cccc(Nc2nc(Cc3ccccc3)nc3c2CCNCC3)c1,384.89,3.64,4,2,49.84,DRD2
754,CHEMBL2392351,,COc1ccccc1N1CCN(CCCCCN2Cc3c(Cl)nc4ccccc4c3C2=O)CC1,479.02,4.85,5,0,48.91,DRD2
755,CHEMBL2392349,,COc1ccccc1N1CCN(CCCCCN2Cc3ccc4ccccc4c3C2=O)CC1,443.59,4.80,4,0,36.02,DRD2
756,CHEMBL11,IMIPRAMINE,CN(C)CCCN1c2ccccc2CCc2ccccc21,280.42,3.88,2,0,6.48,DRD2
757,CHEMBL3099716,,CC1(C)OC(=O)N([C@H]2CC[C@H](c3cnc(N)c(-c4ncccn4)c3)CC2)[C@H]1c1ccccc1,443.55,5.12,6,1,94.23,DRD2
758,CHEMBL1557,DOPAMINE HYDROCHLORIDE,Cl.NCCc1ccc(O)c(O)c1,189.64,0.60,3,3,66.48,DRD2
759,CHEMBL3113646,,COc1ccc2oc(=O)c(CN3CCCC3)cc2c1,259.30,2.40,4,0,42.68,DRD2
760,CHEMBL3113644,,Nc1ccc2oc(=O)c(CN3CCCC3)cc2c1,244.29,1.97,4,1,59.47,DRD2
761,CHEMBL3113643,,O=c1oc2ccc(OC(F)(F)F)cc2cc1CN1CCCC1,313.27,3.29,4,0,42.68,DRD2
762,CHEMBL3113642,,O=c1oc2ccc(C(F)(F)F)cc2cc1CN1CCCC1,297.28,3.41,3,0,33.45,DRD2
763,CHEMBL3113641,,O=c1oc2ccc([N+](=O)[O-])cc2cc1CN1CCCC1,274.28,2.30,5,0,76.59,DRD2
764,CHEMBL3113639,,CCCNCc1cc2ccccc2oc1=O,217.27,2.29,3,1,42.24,DRD2
765,CHEMBL3134071,,CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,955.34,12.09,8,4,123.60,DRD2
766,CHEMBL3134070,,CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,927.28,11.31,8,4,123.60,DRD2
767,CHEMBL3134068,,CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCCCCCCCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,843.12,8.97,8,4,123.60,DRD2
768,CHEMBL3134067,,CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCCCCCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,815.07,8.19,8,4,123.60,DRD2
769,CHEMBL3134066,,CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCCCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,787.01,7.41,8,4,123.60,DRD2
770,CHEMBL3134065,,CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,758.96,6.63,8,4,123.60,DRD2
771,CHEMBL3134064,,CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,730.91,5.85,8,4,123.60,DRD2
772,CHEMBL3134063,,CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCCNC(=O)OC(C)(C)C)c(O)c1-3,537.70,5.11,6,3,100.13,DRD2
773,CHEMBL53,APOMORPHINE,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,267.33,2.85,3,2,43.70,DRD2
774,CHEMBL2028019,CARIPRAZINE,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,427.42,4.34,3,1,38.82,DRD2
775,CHEMBL3287397,,O=Cc1cnn2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc12,447.37,4.43,6,0,50.08,DRD2
776,CHEMBL3287402,,O=Cc1cc2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccn2n1,447.37,4.43,6,0,50.08,DRD2
777,CHEMBL3287403,,O/N=C/c1cnn2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc12,462.38,4.43,7,1,65.60,DRD2
778,CHEMBL6066838,,N/A,N/A,N/A,N/A,N/A,N/A,DRD2
779,CHEMBL3287898,,CCc1ccccc1NC(=O)N1C[C@@H](C)Oc2cc(-c3ccc([C@H]4CC[C@H](CC(=O)O)CC4)cc3)ccc21,512.65,7.48,3,2,78.87,DRD2
780,CHEMBL9666,,COc1ccccc1N1CCNCC1,192.26,1.10,3,1,24.50,DRD2
781,CHEMBL3299093,,COc1ccccc1N1CCN(CCNC(=O)OC(C)(C)C)CC1,335.45,2.34,5,1,54.04,DRD2
782,CHEMBL3299097,,COc1ccccc1N1CCN(CCCCCCNC(=O)OC(C)(C)C)CC1,391.56,3.90,5,1,54.04,DRD2
783,CHEMBL3357315,,O=C(NCCN1CCC(n2c(=O)[nH]c3ccccc32)C(F)C1)c1ccc(F)c(F)c1,418.42,2.62,4,2,70.13,DRD2
784,CHEMBL3322993,,COc1ccccc1N1CCN(CCCCNC(=O)c2cn3ccccc3n2)CC1,407.52,2.68,6,1,62.11,DRD2
785,CHEMBL3322994,,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cn2ccccc2n1,446.38,3.97,5,1,52.88,DRD2
786,CHEMBL3323011,,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3cn4ccccc4n3)CC2)cc(C(F)(F)F)n1,503.57,3.77,7,1,78.66,DRD2
787,CHEMBL3323013,,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3nc4ccccc4[nH]3)CC2)cc(C(F)(F)F)n1,503.57,4.00,6,2,90.04,DRD2
788,CHEMBL3323015,,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3cn4cccnc4n3)CC2)cc(C(F)(F)F)n1,504.56,3.17,8,1,91.55,DRD2
789,CHEMBL3323016,,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3cn4ccncc4n3)CC2)cc(C(F)(F)F)n1,504.56,3.17,8,1,91.55,DRD2
790,CHEMBL3323017,,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3cn4nc(Cl)ccc4n3)CC2)cc(C(F)(F)F)n1,539.01,3.82,8,1,91.55,DRD2
791,CHEMBL3322995,,O=C(NCCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1cn2ccccc2n1,445.49,3.69,5,1,52.88,DRD2
792,CHEMBL3322998,,O=C(NCCCCN1CCN(c2ccnc3ccccc23)CC1)c1cn2ccccc2n1,428.54,3.21,6,1,65.77,DRD2
793,CHEMBL3323003,,O=C(NCCCCN1CCN(c2ncnc3ccccc23)CC1)c1cn2ccccc2n1,429.53,2.61,7,1,78.66,DRD2
794,CHEMBL3323012,,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3cc4ccccc4[nH]3)CC2)cc(C(F)(F)F)n1,502.59,4.61,5,2,77.15,DRD2
795,CHEMBL3323019,,CN(C)Cc1c(C(=O)NCCCCN2CCN(c3cc(C(F)(F)F)nc(C(C)(C)C)n3)CC2)[nH]c2ccccc12,559.68,4.67,6,2,80.39,DRD2
796,CHEMBL3323112,,CN(C)Cc1c(C(=O)NCCCCN2CCN(c3cc(C(F)(F)F)nc(C(C)(C)C)n3)CC2)nc2ccccn12,560.67,3.83,8,1,81.90,DRD2
797,CHEMBL3323114,,CN(C)Cc1cccc2nc(C(=O)NCCCCN3CCN(c4cc(C(F)(F)F)nc(C(C)(C)C)n4)CC3)cn12,560.67,3.83,8,1,81.90,DRD2
798,CHEMBL3323117,,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)[C@H]3CC[C@H](c4ccccc4)CC3)CC2)cc(C(F)(F)F)n1,545.69,5.79,5,1,61.36,DRD2
799,CHEMBL3311308,,COc1ccc(S(=O)(=O)Nc2c(C)cc(C)cc2C)cc1,305.40,3.42,3,1,55.40,DRD2
800,CHEMBL3344458,,CCCCc1cc2c(s1)C[C@H]1c3cc(O)c(OC)cc3CCN1C2,343.49,4.46,4,1,32.70,DRD2
801,CHEMBL3344459,,COc1cc2c(cc1O)[C@@H]1Cc3sc(CC(C)C)cc3CN1CC2,343.49,4.32,4,1,32.70,DRD2
802,CHEMBL3335539,,COc1ccc(CN2CCOC(CCc3ccccc3)C2)cc1,311.42,3.53,3,0,21.70,DRD2
803,CHEMBL3335555,,Oc1ccc(CN2CCO[C@H](CCc3ccccc3)C2)cc1,297.40,3.23,3,1,32.70,DRD2
804,CHEMBL3335535,,c1ccc(CCC2CN(Cc3nc4ccccc4[nH]3)CCO2)cc1,321.42,3.40,3,1,41.15,DRD2
805,CHEMBL3335536,,c1ccc(CC[C@H]2CN(Cc3nc4ccccc4[nH]3)CCO2)cc1,321.42,3.40,3,1,41.15,DRD2
806,CHEMBL3335537,,c1ccc(CC[C@@H]2CN(Cc3nc4ccccc4[nH]3)CCO2)cc1,321.42,3.40,3,1,41.15,DRD2
807,CHEMBL3335556,,Clc1ccc(CN2CCO[C@H](CCc3ccccc3)C2)cc1,315.84,4.17,2,0,12.47,DRD2
808,CHEMBL3561555,,COc1ccc(CN2CCO[C@@H](CCc3ccccc3)C2)cc1,311.43,3.53,3,0,21.70,DRD2
809,CHEMBL1627305,,O=C(NCCC(O)CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2[nH]1,461.39,3.78,4,3,71.60,DRD2
810,CHEMBL3597643,,O=C(NCCCCN1CCN(c2cccc3ccccc23)CC1)c1cc2ccccc2[nH]1,426.56,4.65,3,2,51.37,DRD2
811,CHEMBL68740,,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2cc(F)ccc2[nH]1,463.38,4.95,3,2,51.37,DRD2
812,CHEMBL3597635,,O=C(NCCCCN1CCN(c2cccc3ccccc23)CC1)c1cnc2ccccc2c1,438.58,4.72,4,1,48.47,DRD2
813,CHEMBL3597636,,O=C(NCCC(O)CN1CCN(c2cccc3ccccc23)CC1)c1cnc2ccccc2c1,454.57,3.69,5,2,68.70,DRD2
814,CHEMBL3597637,,COc1c(Cl)cccc1N1CCN(CCCCNC(=O)c2cnc3ccccc3c2)CC1,452.99,4.23,5,1,57.70,DRD2
815,CHEMBL3623290,AZD-3759,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C[C@H]1C,459.91,4.31,7,1,79.82,DRD2
816,CHEMBL27,PROPRANOLOL,CC(C)NCC(O)COc1cccc2ccccc12,259.35,2.58,3,2,41.49,DRD2
817,CHEMBL3736433,,CB1C=Cc2cccc(OCC(O)CN(C)C)c2N1,260.15,,,,,DRD2
818,CHEMBL3736156,,CB1C=Cc2c(cccc2OCC(O)CN(C)C)N1,260.15,,,,,DRD2
819,CHEMBL8514,BUTACLAMOL,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1,361.53,4.84,2,1,23.47,DRD2
820,CHEMBL3805518,,CNC(=O)c1cc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)ccc1F,443.49,4.50,5,1,67.60,DRD2
821,CHEMBL3805559,,CNC(=O)c1cccc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,425.50,4.37,5,1,67.60,DRD2
822,CHEMBL3805376,,CNC(=O)c1ccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1,436.38,4.33,4,1,44.81,DRD2
823,CHEMBL3804954,,CNC(=O)c1ccccc1OCCCCN1CCN(c2cccc(Cl)c2Cl)CC1,436.38,4.33,4,1,44.81,DRD2
824,CHEMBL3805600,,CC(=O)Nc1cccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,436.38,4.93,4,1,44.81,DRD2
825,CHEMBL3805860,,CNC(=O)c1cccc(OCCCCN2CCN(c3nsc4ccccc34)CC2)c1,424.57,3.64,6,1,57.70,DRD2
826,CHEMBL3805099,,CNC(=O)c1cc(OCCCCN2CCN(c3nsc4ccccc34)CC2)ccc1F,442.56,3.78,6,1,57.70,DRD2
827,CHEMBL3805704,,CNC(=O)c1cccc(OCCCCN2CCN(c3cccc4sccc34)CC2)c1,423.58,4.24,5,1,44.81,DRD2
828,CHEMBL3805649,,CNC(=O)c1cc(OCCCCN2CCN(c3cccc4sccc34)CC2)ccc1F,441.57,4.38,5,1,44.81,DRD2
